pid,condition,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,scores,pa_mean,pa_complete,pa_et
0,0,flowchart,2020-10-01 00:53:37.657877,2020-10-01 01:05:47.327447,,-,2,-,-,-,-,-,-,-,0,6,[1],[4],4.0,4.0,[-6],0.151,[0.151],[5.616]
1,0,flowchart,2020-09-30 22:12:04.984719,2020-09-30 22:16:10.428624,2020-09-30 22:19:26.051546,7.1,1,College degree,No,26,female,No,Trying to follow the flow chart to find the best route possible,,0,4,"[5, 1, 2, 1, 3, 4, 2, 2, 2, 1]","[5, 4, 8, 4, 2, 6, 8, 3, 13, 4]",57.0,5.7,"[5, 4, 28, -11, -3, 16, -7, -2, 3, -16]",0.4182,"[0.833, 0.182, 0.4, 0.0, 0.6, 0.8, 0.5, 0.5, 0.2, 0.167]","[0, 4.508, 3.0, 6.104, 2.0, 0, 2.0, 2.0, 3.0, 5.0]"
2,0,flowchart,2020-09-30 22:14:33.046833,2020-09-30 22:16:39.808723,2020-09-30 22:19:32.694222,4.9,1,High school graduate,No,20,female,Somewhat,Read the directions: Follow green,,0,4,"[12, 5, 12, 12, 11, 4, 4, 12, 12, 12]","[-7, 20, 13, -7, -1, 16, 6, 13, 3, 18]",74.0,7.4,"[-7, 20, 13, -7, -1, 16, 6, 13, 3, 18]",0.4303,"[0.462, 0.667, 0.231, 0.385, 0.25, 0.4, 0.6, 0.615, 0.385, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,0,flowchart,2020-09-30 22:10:37.968333,2020-09-30 22:17:05.460238,2020-09-30 22:21:37.438888,10.6,1,High school graduate,No,31,female,Yes,If there was a best path you should click to see the best way to go if it is 10,,0,4,"[7, 3, 6, 7, 6, 6, 6, 6, 6, 5]","[18, 7, 14, 8, 9, 9, 24, 4, 24, 10]",127.0,12.7,"[18, -13, 14, 8, 9, 9, 24, 4, 24, 0]",0.5898,"[0.4, 0.143, 0.857, 0.5, 0.571, 0.714, 0.571, 0.571, 0.571, 1.0]","[3.0, 4.0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,0,flowchart,2020-09-30 22:14:04.890091,2020-09-30 22:20:51.310837,2020-09-30 22:30:08.574929,15.8,1,College degree,No,28,Female,"I'm not sure. I followed the flow chart, but was still confused at some of the strategy","I think that they were using the flow chart to enhance the power of deduction. If your path already had -10 for instance, it was not worth wasting the money to click on the nodes.",,0,4,"[9, 10, 7, 9, 8, 9, 7, 12, 6, 6]","[11, -5, 3, 1, -8, 1, 8, -22, 19, -1]",7.0,0.7,"[11, -5, 3, 1, -8, 1, 8, -22, 19, -1]",0.6277,"[0.8, 0.273, 0.875, 0.5, 0.778, 0.5, 0.625, 0.769, 0.3, 0.857]","[0, 0, 0, 0, 0, 0, 0, 0, 4.0, 0]"
5,0,flowchart,2020-09-30 22:17:02.080085,2020-09-30 22:22:24.924139,2020-09-30 22:28:13.657627,11.0,1,College degree,No,51,Male,"I think so, although it took me a couple of trials to fully realize it.  There were clicks that I didn't need to make at first that I was. ",You should click on enough first level tree nodes to find the best bath.  Then you only need to click to find the right path for level 3.,Thanks.  That was fun. ,0,4,"[3, 4, 4, 2, 2, 4, 3, 5, 4, 4]","[17, 11, 6, 8, 3, 6, 2, 10, 1, 1]",65.0,6.5,"[12, 21, 6, 23, 3, 6, 2, 5, -19, 1]",0.4813,"[1.0, 0.6, 0.6, 0.5, 0.2, 0.6, 0.333, 0.5, 0.2, 0.28]","[0, 0, 0, 2.0, 3.0, 0, 3.0, 0, 6.016, 3.146]"
6,0,flowchart,2020-09-30 22:15:01.311236,2020-09-30 22:24:47.943791,2020-09-30 22:34:27.353743,18.9,2,High school graduate,No,35,male,Yes,"Using the flow chart for guidance, you have to decide whether to click the node or not to reveal the best path with the greatest reward.",,0,4,"[4, 4, 7, 4, 4, 5, 4, 4, 12, 2]","[16, 16, 3, 11, 1, 5, 16, 1, -7, 18]",80.0,8.0,"[11, 11, 13, 21, -14, 10, 26, 16, -7, 23]",0.4381,"[0.333, 0.5, 0.3, 0.333, 0.167, 0.833, 0.667, 0.286, 0.462, 0.5]","[2.0, 2.0, 3.0, 2.0, 2.0, 0, 2.0, 3.0, 0, 2.0]"
7,0,flowchart,2020-09-30 22:23:00.064284,2020-09-30 22:27:02.19074,2020-09-30 22:32:49.49396,9.5,1,College degree,No,23,F,Kind of,Follow the green path ,Very confusing to follow,1,4,"[0, 3, 3, 3, 3, 3, 3, 1, 1, 1]","[0, 7, 7, 2, 2, 7, 7, 4, 9, 4]",49.0,4.9,"[10, -8, 22, 2, -18, 7, 22, -6, 4, 4]",0.2656,"[0.0, 0.5, 0.167, 0.429, 0.6, 0.2, 0.167, 0.143, 0.25, 0.2]","[4.845, 3.0, 3.0, 4.0, 2.0, 7.0, 3.0, 5.989, 3.0, 4.0]"
8,0,flowchart,2020-09-30 22:22:57.377666,2020-09-30 22:27:58.550907,2020-09-30 22:31:15.056281,8.1,3,High school graduate,Yes,19,Male,"Kind of, it was somewhat confusing.",Follow the strategy that seems the best but sometimes you have to make a judgement call.,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[10, 0, 0, 0, -10, 5, 15, -30, 10, 5]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.37, 7.0, 6.168, 5.673, 6.705, 5.846, 4.061, 5.449, 4.704, 4.281]"
9,0,flowchart,2020-09-30 22:28:48.366838,2020-09-30 22:33:59.204557,2020-09-30 22:39:12.083603,9.9,1,College degree,No,31,Female,Yes! The instructions were clear and I was able to understand the strategy,Use the available help to determine the best route,Thanks! I enjoyed participating!,0,4,"[8, 6, 8, 7, 7, 5, 2, 6, 5, 5]","[12, 14, 2, 18, -2, 10, 13, 9, 5, 0]",81.0,8.1,"[2, 14, 2, 3, -2, 10, 3, 4, 0, 5]",0.5105,"[0.444, 0.571, 0.333, 0.4, 0.5, 0.833, 0.5, 0.571, 0.286, 0.667]","[0, 0, 0, 3.0, 0, 0, 2.0, 0, 2.0, 0]"
10,0,flowchart,2020-09-30 22:31:56.867744,2020-09-30 22:34:59.241364,2020-09-30 22:38:57.361773,6.9,1,College degree,No,24,Female,Yes I understood it,you basically folow the flowchart to get the best possible outcomes ,,1,4,"[3, 1, 3, 0, 3, 4, 3, 1, 6, 6]","[7, 9, -8, 0, -8, 6, 7, 9, -6, 4]",20.0,2.0,"[-13, 24, 12, -10, -8, 16, 22, 9, -1, 4]",0.4026,"[0.286, 0.25, 0.493, 0.0, 0.4, 0.8, 0.5, 0.25, 0.714, 0.333]","[4.0, 3.0, 3.08, 5.702, 4.502, 0, 3.0, 3.0, 0, 3.0]"
11,0,flowchart,2020-09-30 22:19:14.192233,2020-09-30 22:35:05.848648,2020-09-30 22:42:16.976157,22.9,3,College degree,No,57,female,"Yes, I finally understood what the strategy was.",Locate the highest numbers in the first row.  Then click on as few nodes as possible to identify the high positive numbers at the top.,no feedback,0,4,"[5, 5, 6, 9, 6, 6, 5, 6, 6, 5]","[-5, 10, 4, 1, -1, -1, 10, 4, -1, 15]",36.0,3.6,"[-10, -30, -11, 11, -1, -11, 15, 9, 4, 25]",0.3619,"[0.243, 0.167, 0.3, 0.273, 0.25, 0.571, 0.5, 0.444, 0.571, 0.3]","[3.222, 0, 4.0, 2.0, 2.0, 0, 0, 3.0, 0, 5.0]"
12,0,flowchart,2020-09-30 22:31:05.383241,2020-09-30 22:35:43.265643,2020-09-30 22:39:52.964293,8.7,1,College degree,No,31,Female.,For the most part.,Clicking in advance helped you plan where to go.,,0,4,"[1, 3, 3, 6, 6, 6, 3, 6, 6, 3]","[4, 2, 7, 4, 9, -11, 7, -1, 4, 7]",32.0,3.2,"[-16, 17, -8, 4, 19, -1, 7, 19, -6, -8]",0.2751,"[0.174, 0.286, 0.286, 0.333, 0.333, 0.571, 0.5, 0.0, 0.143, 0.125]","[4.758, 4.0, 4.0, 3.0, 3.0, 0, 3.0, 2.0, 0, 5.0]"
13,0,flowchart,2020-09-30 22:31:34.966655,2020-09-30 22:36:39.918321,2020-09-30 22:41:05.496223,9.2,1,High school graduate,Yes,37,There is no identify with. I AM a Male.,Vaguely,Find the highest values after clicking an unobserved node,,0,4,"[12, 12, 12, 2, 1, 1, 5, 5, 3, 3]","[3, 3, -7, 8, -1, -1, 5, 5, 7, 7]",29.0,2.9,"[3, 3, -7, 23, 14, -16, -5, -5, 7, 7]",0.3844,"[0.462, 0.385, 0.385, 0.4, 0.212, 0.167, 0.5, 0.5, 0.5, 0.333]","[0, 0, 0, 3.0, 3.723, 5.001, 0, 0, 3.0, 3.0]"
14,0,flowchart,2020-09-30 22:30:19.766779,2020-09-30 22:37:29.36713,2020-09-30 22:40:39.813927,10.2,2,College degree,Yes,32,female,"Yes, by checking ahead in advance.",Just click on the numbers to see which route shows up green and is the best option,none,1,4,"[10, 0, 12, 6, 9, 12, 12, 12, 12, 12]","[0, 0, 3, 9, 21, 13, 13, 3, 3, 18]",83.0,8.3,"[-35, 15, 3, -1, 21, 13, 13, 3, 3, 18]",0.3677,"[0.455, 0.0, 0.538, 0.273, 0.333, 0.538, 0.385, 0.308, 0.385, 0.462]","[0, 5.991, 0, 5.0, 3.0, 0, 0, 0, 0, 0]"
15,0,flowchart,2020-09-30 22:30:12.958893,2020-09-30 22:39:28.141001,2020-09-30 22:47:43.310629,17.2,2,College degree,No,51,female,it is kind of hard to understand as you have to click somewhere to start and i didnt know if it was plus or minus ten,click on the bottom row.  if you have minus 10 then dont click but if you have 10 click higher and it cost a dollar each time you click,,1,4,"[12, 12, 12, 12, 12, 2, 3, 1, 2, 0]","[3, 8, -2, 13, 3, 8, -3, -1, -2, 0]",27.0,2.7,"[3, 3, -2, 13, 3, -7, 7, -11, -7, -5]",0.3914,"[0.615, 0.846, 0.308, 0.538, 0.385, 0.5, 0.267, 0.188, 0.267, 0.0]","[0, 0, 0, 0, 0, 2.0, 4.49, 4.33, 5.499, 5.212]"
16,0,flowchart,2020-09-30 22:35:05.807773,2020-09-30 22:40:32.641635,2020-09-30 22:46:20.070589,11.1,1,College degree,No,33,Female,Yes,Pretty much just click on all the nodes until you see what's there.,,0,4,"[12, 12, 12, 3, 5, 5, 4, 4, 10, 6]","[-12, 13, -7, 2, 5, 15, 16, 6, 0, -6]",32.0,3.2,"[-12, 13, -7, -3, 15, 25, 26, 1, 0, -16]",0.3659,"[0.308, 0.462, 0.308, 0.2, 0.125, 0.444, 0.333, 0.167, 0.455, 0.857]","[0, 0, 0, 2.0, 3.0, 4.0, 5.0, 2.0, 0, 0]"
17,0,flowchart,2020-09-30 22:32:44.508791,2020-09-30 22:41:49.965608,2020-09-30 22:54:42.796852,21.4,1,College degree,Yes,51,Female,"I thought I did, but it may have been more helpful to have a couple real time examples.  I don't think I succeeded very well.","The flowchart shows you what to click on in level 1 and 2.  But, be aware that each click reduces your pay be $1.  Once you are on the right (green) path, swing the monkey through the tree to get your winnings.",Thank you for the opportunity!,0,4,"[10, 7, 6, 5, 3, 5, 5, 5, 3, 2]","[10, -2, -1, 20, 12, 15, 10, 0, 2, 18]",84.0,8.4,"[10, -2, -1, 20, 2, 15, 10, 10, 2, 23]",0.5572,"[0.462, 0.5, 0.714, 0.571, 0.4, 0.571, 0.833, 0.571, 0.75, 0.2]","[3.0, 0, 0, 2.0, 2.0, 2.0, 0, 2.0, 0, 3.0]"
18,0,flowchart,2020-09-30 22:09:14.201588,2020-09-30 22:15:52.478864,2020-09-30 22:24:38.634184,15.0,1,College degree,No,57,female,Not really.,The strategy is not complete.   At some point you will need to randomly click.,,0,4,"[6, 6, 4, 4, 3, 5, 9, 7, 5, 8]","[9, 19, 16, 11, 7, 0, 6, -2, 10, 12]",88.0,8.8,"[4, 19, 16, 1, -8, -5, 16, 8, 5, 22]",0.5371,"[0.273, 0.4, 1.0, 0.8, 0.6, 0.714, 0.455, 0.5, 0.229, 0.4]","[5.0, 4.0, 0, 0, 2.0, 2.0, 2.0, 0, 3.722, 2.0]"
19,0,flowchart,2020-09-30 22:29:05.454512,2020-09-30 22:42:13.785078,2020-09-30 22:48:38.223106,19.3,5,High school graduate,No,19,Female,Sort of but no until the end,Click the level one row if any of them have a 10 plus continue on that route if not move to a different level one if stil not use the same strategy on row/level 2,,0,4,"[9, 6, 10, 4, 3, 6, 9, 4, 5, 4]","[6, -1, 0, 16, 7, 14, -4, 16, 0, 11]",65.0,6.5,"[6, -1, 0, 16, 7, 14, -4, 16, 10, 21]",0.6744,"[0.8, 0.857, 0.545, 1.0, 0.4, 0.571, 0.7, 0.8, 0.571, 0.5]","[0, 0, 0, 0, 2.0, 0, 0, 0, 2.0, 2.0]"
20,0,flowchart,2020-09-30 22:11:17.848924,2020-09-30 22:15:17.004676,2020-09-30 22:17:37.139172,6.2,2,College degree,No,35,M,Kinda,Preview and if it's bad don't go that way,,1,4,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 0, 4, 9, -1, 9, -1, -1, -1, 4]",21.0,2.1,"[-31, -25, 4, 29, 14, 4, -6, -6, 9, -11]",0.172,"[0.167, 0.0, 0.2, 0.25, 0.175, 0.25, 0.178, 0.165, 0.178, 0.157]","[5.001, 5.189, 4.0, 3.0, 4.711, 3.0, 4.605, 5.069, 4.633, 5.361]"
21,0,flowchart,2020-09-30 22:09:01.369171,2020-09-30 22:11:25.018744,2020-09-30 22:13:49.870701,4.6,1,College degree,No,35,female,yes,Try to make as much as possible,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[25, 0, 0, 10, -10, -10, 10, -5, 15, 5]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.684, 5.429, 5.642, 5.419, 5.219, 5.182, 4.987, 4.882, 4.707, 5.721]"
22,0,flowchart,2020-10-01 00:51:11.031725,2020-10-01 00:57:19.804701,2020-10-01 01:04:29.587936,12.9,1,College degree,Yes,26,Female,"Kind of, It was a little confusing, and I am not sure I did it correctly.","Click on the first nodes, is there a +10? If so, precede with that tree.",,0,3,"[2, 4, 6, 4, 2, 2, 3, 4, 3, 4]","[13, -4, 19, 11, 8, 3, 22, 11, 22, 6]",111.0,11.1,"[8, -14, 19, 6, 3, -2, 22, 16, 22, 1]",0.4755,"[0.2, 0.273, 0.857, 0.5, 0.4, 0.125, 0.6, 0.8, 0.4, 0.6]","[3.0, 7.0, 0, 2.0, 3.0, 6.012, 2.0, 0, 2.0, 0]"
23,0,flowchart,2020-10-01 00:25:56.344025,2020-10-01 00:33:32.561882,2020-10-01 00:38:49.15581,12.7,2,College degree,No,52,male,Not really,read and follow a flow chart and then lead the monkey up a tree based on the decisions the flow chart leads you to,,0,3,"[8, 5, 8, 6, 7, 2, 4, 5, 3, 2]","[7, 15, 2, -6, -12, 3, 6, -5, 7, 3]",20.0,2.0,"[7, 15, 2, -6, -12, 13, 6, -10, 17, -7]",0.4842,"[0.556, 0.833, 0.667, 0.857, 0.5, 0.2, 0.8, 0.286, 0.143, 0.0]","[0, 0, 0, 0, 0, 3.0, 0, 2.0, 4.0, 5.338]"
24,0,flowchart,2020-10-01 00:07:20.499821,2020-10-01 00:14:12.156898,2020-10-01 00:29:37.115388,22.0,1,College degree,No,42,female,Unclear,"As unclear - ""best path"" could have been specified as something that shifted, and/or that there could be more than one - in spite of being names as ""a"" best path, to me, the phrasing still read as being in the singular, which made the possibility of multiple ""best paths"" plural unclear",,0,3,"[8, 10, 6, 6, 2, 4, 9, 3, 9, 6]","[2, -5, 4, 4, 8, -4, -9, 2, -4, 9]",7.0,0.7,"[2, -5, -6, 4, 23, -4, -19, 2, -4, 4]",0.3116,"[0.111, 0.455, 0.143, 0.143, 0.333, 0.258, 0.4, 0.75, 0.273, 0.25]","[0, 0, 0, 0, 0, 3.76, 0, 0, 2.0, 2.0]"
25,0,flowchart,2020-10-01 00:04:05.059234,2020-10-01 00:13:12.983822,2020-10-01 00:19:39.355493,15.4,4,College degree,No,25,Female,"Yes, but I kept forgetting to follow the flowchart to optimize","If it's a level 1 or 2 node with a positive reward (in this case, +10), click the next level. If it's not a level 1 or 2 node with a positive reward (in this case, +10), do not click it. ",,0,3,"[12, 7, 5, 6, 5, 11, 3, 9, 4, 6]","[-7, -2, 20, -1, 0, -6, 7, 1, 26, 4]",42.0,4.2,"[-7, -2, 20, -1, 0, -6, 7, 1, 26, 4]",0.6686,"[0.462, 0.5, 1.0, 0.857, 0.667, 0.5, 0.75, 0.7, 0.5, 0.75]","[0, 0, 0, 0, 0, 0, 0, 0, 2.0, 2.0]"
26,0,flowchart,2020-10-01 00:04:10.793641,2020-10-01 00:08:17.488978,2020-10-01 00:13:46.951287,9.5,1,College degree,No,48,female,Sort of,"It advised clicking on the nodes that showed the best path, but that path could change with clicking on the next level. ",I have to admit I was tired and a bit confused by the strategy,0,3,"[9, 5, 3, 5, 5, 7, 4, 9, 4, 5]","[6, 5, 27, 10, 5, 3, 21, -14, 16, 20]",99.0,9.9,"[6, 5, 27, 10, 5, 3, 21, -14, 16, 20]",0.7086,"[0.3, 0.833, 0.4, 0.833, 0.833, 0.875, 0.8, 0.545, 0.667, 1.0]","[0, 0, 2.0, 0, 0, 0, 0, 2.0, 2.0, 0]"
27,0,flowchart,2020-09-30 23:28:35.248407,2020-09-30 23:34:05.857551,2020-09-30 23:38:24.220526,9.6,1,High school graduate,No,24,female,not really,not sure how,,8,3,"[9, 10, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6.0,0.6,"[6, 0, 0, 0, 0, 0, -10, 5, 5, 5]",0.0564,"[0.2, 0.364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 3.771, 6.074, 3.948, 5.268, 5.263, 5.244, 5.504, 5.32]"
28,0,flowchart,2020-09-30 22:58:50.775547,2020-09-30 23:04:47.394685,2020-09-30 23:11:29.149015,12.5,1,High school graduate,No,31,male,The path to the best end result.,Follow what will be the best end result.,"Analyze the wording in the flow chart, it is very hard to read.",1,3,"[6, 5, 7, 4, 4, 11, 3, 0, 10, 5]","[9, 20, 3, 16, 21, -1, 17, 0, -10, 10]",85.0,8.5,"[-1, 20, 3, 16, 21, -1, 17, 15, -10, -15]",0.5371,"[0.714, 0.231, 0.625, 0.6, 0.8, 0.333, 0.75, 0.0, 0.818, 0.5]","[0, 8.0, 0, 0, 0, 0, 0, 4.571, 0, 0]"
29,0,flowchart,2020-09-30 22:49:34.216138,2020-09-30 22:55:15.491335,2020-09-30 22:57:50.848548,8.1,1,College degree,No,29,Male,Yes,Follow the flowchart to get the most money,,0,3,"[4, 3, 4, 3, 3, 4, 3, 6, 5, 3]","[6, 17, 11, 12, 17, 16, 7, 9, 10, 12]",117.0,11.7,"[11, 27, 21, 7, 27, 6, 2, 14, 5, 2]",0.6486,"[0.333, 0.6, 0.6, 1.0, 1.0, 0.8, 0.6, 0.286, 0.667, 0.6]","[2.0, 2.0, 0, 0, 0, 0, 2.0, 0, 0, 2.0]"
30,0,flowchart,2020-09-30 22:47:41.530185,2020-09-30 22:51:21.644398,2020-09-30 22:55:03.440827,7.2,1,College degree,No,42,Male,Yes,,,2,3,"[0, 0, 2, 1, 1, 1, 1, 1, 2, 1]","[0, 0, -2, 4, 4, 9, 9, 9, 3, 9]",45.0,4.5,"[-25, -10, 23, 9, 4, 24, 9, 24, -2, -6]",0.2177,"[0.0, 0.0, 0.333, 0.181, 0.163, 0.25, 0.25, 0.25, 0.5, 0.25]","[7.898, 5.606, 4.0, 4.523, 5.137, 3.0, 3.0, 3.0, 2.0, 3.0]"
31,0,flowchart,2020-09-30 22:35:22.106964,2020-09-30 22:42:02.582255,2020-09-30 22:59:59.356885,24.3,1,College degree,No,22,female,"No, I thought the strategy didn't make sense, because one of the rules depended on being in a row with a ""+10""  but it would be possible there was a ""+10"" node in the row that had not be observed.","I would tell the friend that the strategy attempted to start with the first and second rows until you find the ""+10"" node.","I followed the strategy on the flowchart diagram because that is what the instructions told me to do, but I don't think this strategy was the most optimal one (unless I interpreted the strategy on the flowchart wrong). You should be more clear whether our performance-based bonus is based on the amount of ""money"" the monkey collects or whether it is based on how well we follow the instructions on the flowchart.",0,3,"[8, 3, 6, 4, 5, 5, 5, 3, 2, 5]","[7, 17, 19, 1, 5, -10, -5, 7, 8, -5]",44.0,4.4,"[7, 22, 19, -4, 5, -15, 0, -3, 13, -15]",0.9889,"[0.889, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32,0,flowchart,2020-09-30 22:15:39.854821,2020-09-30 22:20:41.702481,2020-09-30 22:26:49.102116,10.6,1,College degree,No,41,female,I'm not sure that I did.,Click up until you find the best path,,0,3,"[3, 10, 5, 6, 5, 7, 6, 6, 8, 6]","[12, -5, 5, -1, 0, 23, 24, 19, 17, 4]",98.0,9.8,"[7, -5, 5, -1, 0, 23, 24, 19, 17, 4]",0.6232,"[0.4, 0.545, 0.833, 0.857, 0.833, 0.444, 0.3, 0.714, 0.556, 0.75]","[2.0, 0, 0, 0, 0, 2.0, 4.0, 0, 0, 2.0]"
33,0,flowchart,2020-09-30 22:09:49.358683,2020-09-30 22:16:08.441697,2020-09-30 22:24:16.163001,13.8,1,College degree,No,63,female,Not really,I don't think that I could,,0,3,"[3, 3, 3, 6, 5, 2, 3, 3, 3, 6]","[7, 7, 7, -6, -5, 3, 7, 7, -8, 4]",23.0,2.3,"[-8, 7, 7, -11, -10, -2, 2, -8, -18, -1]",0.3634,"[0.143, 0.111, 0.143, 0.714, 0.667, 0.5, 0.286, 0.1, 0.399, 0.571]","[4.0, 6.0, 4.0, 0, 0, 2.0, 4.0, 7.0, 4.519, 0]"
34,0,flowchart,2020-09-30 22:01:33.682755,2020-09-30 22:06:08.068588,2020-09-30 22:13:28.461629,11.6,1,College degree,No,37,Male,Somewhat?  It seems like the conditions changing interfered with the flowchart and made it impossible to follow.,"Balance paying to check nodes, with checking enough to find the best path.",none,0,4,"[9, 6, 9, 6, 6, 6, 12, 6, 2, 9]","[-4, 14, -9, 14, 4, 4, 18, 14, 8, 16]",79.0,7.9,"[-4, 14, -9, 14, 4, 4, 18, 14, 8, 16]",0.6409,"[0.6, 0.857, 0.7, 0.857, 0.714, 0.714, 0.538, 0.429, 0.4, 0.6]","[0, 0, 0, 0, 0, 0, 0, 0, 3.0, 0]"
